"","mut_id","res_id","fitness_final","mut_var1_opt","mut_var2_opt","mut_var3_opt","mut_var4_opt","res_var1","res_var2","res_var3","res_var4","mut_cue","mut_log","res_cue","res_log","mut_label","res_label"
"105","I1+I2_none","I1+I2_log",-0.101058333843179,1.9618619546455,-33.4879854660772,323.027638478437,11.7149487055548,404.617,-529.2684,-365.0516,-417.0552,"I1+I2","none","I1+I2","log","I1+I2","I1+I2 log"
"106","I1+I2_none","Ig-i_log",-0.304749994680568,1.89461111649601,-28.7646380854633,236.469367413115,12.494954208872,2.189146,-5.450051,4.543525,-9.356682,"I1+I2","none","Ig","log","I1+I2","Ig log"
"107","I1+I2_none","Ig-i_none",0.294138660121693,1.72166514381611,-25.4945099283443,190.557169604744,7.52377872034238,1.096857,-80.496897,1412.461014,3.463079,"I1+I2","none","Ig","none","I1+I2","Ig"
"108","I1+I2_none","Ig1+Ig2_none",0.505571745074843,1.73962632156276,-47.1470913492617,573.081249169527,5015.23968612971,1,-32.831645,378.108931,-4999.999969,"I1+I2","none","Ig1+Ig2","none","I1+I2","Ig1+Ig2"
"109","I1+I2_none","R_log",-0.178200397645554,1.95523860716026,-29.5328792950617,235.702941192434,12.4869952466304,-971.1975,1175.9801,931.5406,978.087,"I1+I2","none","R","log","I1+I2","R log"
"110","I1+I2_none","R_none",-0.201180298494056,1.97084018890828,-30.8403314250883,260.519091335786,10.5215214052649,-88.36793,136.04925,65.44548,98.14261,"I1+I2","none","R","none","I1+I2","R"
"111","I1+I2_none","sum_log",-0.196061835057858,1.91518647135024,-33.3368918615736,321.918841783557,12.104531011052,435.1835,-565.3985,-395.7242,-446.595,"I1+I2","none","sum","log","I1+I2","sum log"
"112","I1+I2_none","sum_none",-0.0732218943818606,1.93549451036179,-34.191046377538,330.488520295309,16.7290476733923,1.86014,-25.61573,257.60126,-2823.09564,"I1+I2","none","sum","none","I1+I2","sum"
"113","Ig-i_log","G-i_log",-0.00803725544093847,5.19022152603829,-12.0484173004381,4.68186310839967,-14.3460901009355,1.762225,-4.329505,2.548675,-6.726894,"Ig","log","G","log","Ig log","G log"
"114","Ig-i_log","G-i_none",0.596255638147331,12.3582590614392,-24.8503294739975,0.259750095933548,-22.3766081655754,1.352967,-165.891572,61.230266,-7.374788,"Ig","log","G","none","Ig log","G"
"115","Ig-i_log","G1+G2_log",1.26261425478718,2.34180994717849,-6.64983260740289,5.62797608723266,-10.8853579190019,12.106219,-21.043524,-5.010265,-16.928459,"Ig","log","G1+G2","log","Ig log","G1+G2 log"
"116","Ig-i_log","G1+G2_none",0.7565805886164,28.5554232933093,-55.1163104571405,-5.19565617636503,-45.2643138541481,1,-21.911779,338.36246,-4999.99966,"Ig","log","G1+G2","none","Ig log","G1+G2"
"117","Ig-i_log","I-i_log",0.144390015685198,2.18198590903842,-5.52095763855707,4.39834699786099,-8.85552865042764,381.7701,-528.2317,-324.5508,-403.8235,"Ig","log","I","log","Ig log","I log"
"118","Ig-i_log","I-i_none",0.266644758208953,3.25452614753845,-8.2749164446781,5.37142865699371,-11.6267137551527,1.931059,-63.78682,1295.819775,-31.58044,"Ig","log","I","none","Ig log","I"
"119","Ig-i_log","I1+I2_log",0.171624773092654,2.17878077619644,-5.58919166706216,4.52115001687585,-9.1112816503872,404.617,-529.2684,-365.0516,-417.0552,"Ig","log","I1+I2","log","Ig log","I1+I2 log"
"120","Ig-i_log","I1+I2_none",0.909447282066484,27.1753191205955,-52.7143770078189,-3.86859683870893,-44.1001826803865,0.9999999,-9.1650326,-71.7214007,4998.79439,"Ig","log","I1+I2","none","Ig log","I1+I2"
"121","Ig-i_log","Ig-i_none",0.662256861001894,20.896527744666,-40.5872589925676,-2.58079591654305,-34.7833352541068,1.096857,-80.496897,1412.461014,3.463079,"Ig","log","Ig","none","Ig log","Ig"
"122","Ig-i_log","Ig1+Ig2_none",0.819402425171742,12.6369798450974,-19.4060742907483,-10.2719586360019,-13.0770837842029,1,-32.831645,378.108931,-4999.999969,"Ig","log","Ig1+Ig2","none","Ig log","Ig1+Ig2"
"123","Ig-i_log","R_log",0.113777515810642,4.52729448506927,-10.5505299635134,4.51774284637505,-13.184403655172,-971.1975,1175.9801,931.5406,978.087,"Ig","log","R","log","Ig log","R log"
"124","Ig-i_log","R_none",0.0826935675497231,4.54110228406098,-10.6548340986323,4.59461521197802,-13.1725258979647,-88.36793,136.04925,65.44548,98.14261,"Ig","log","R","none","Ig log","R"
"125","Ig-i_log","sum_log",0.0764466483101383,2.17724624872974,-5.41581515578586,4.01047273751209,-8.53316592219578,435.1835,-565.3985,-395.7242,-446.595,"Ig","log","sum","log","Ig log","sum log"
"126","Ig-i_log","sum_none",0.206263410389738,3.93489180036606,-9.39750732740584,4.53352887845886,-12.0587770821423,1.86014,-25.61573,257.60126,-2823.09564,"Ig","log","sum","none","Ig log","sum"
"127","Ig-i_none","G-i_log",-0.62203627977293,1.20419539510012,-89.4640048008481,1412.38291856456,3.44157196671232,1.762225,-4.329505,2.548675,-6.726894,"Ig","none","G","log","Ig","G log"
"128","Ig-i_none","G-i_none",-0.0779082834832578,1.06227003793133,-65.5704792040128,1123.41064306338,-37.9299589148419,1.352967,-165.891572,61.230266,-7.374788,"Ig","none","G","none","Ig","G"
"129","Ig-i_none","G1+G2_log",0.000892440320196803,1.98201514417814,-80.4952438387322,1412.46102518059,3.46307907407083,12.106219,-21.043524,-5.010265,-16.928459,"Ig","none","G1+G2","log","Ig","G1+G2 log"
"130","Ig-i_none","G1+G2_none",0.0236504996807383,1.26804804311341,-89.5615064650532,1412.12326490104,3.45747107961894,1,-21.911779,338.36246,-4999.99966,"Ig","none","G1+G2","none","Ig","G1+G2"
"131","Ig-i_none","I-i_log",-0.494292904620904,1.16664069872876,-80.496700639919,1412.46101490222,3.46307894383888,381.7701,-528.2317,-324.5508,-403.8235,"Ig","none","I","log","Ig","I log"
"132","Ig-i_none","I-i_none",-0.317440030468936,1.16946901766791,-80.4965045466286,1412.46101508579,3.46306678997222,1.931059,-63.78682,1295.819775,-31.58044,"Ig","none","I","none","Ig","I"
"133","Ig-i_none","I1+I2_log",-0.48602861933519,1.15347540278338,-90.0991430435312,1412.20807332793,3.45434257176091,404.617,-529.2684,-365.0516,-417.0552,"Ig","none","I1+I2","log","Ig","I1+I2 log"
"134","Ig-i_none","I1+I2_none",0.360586434316301,1.14373717888745,-45.0548717885243,0.221478721773692,0.502241918127865,0.9999999,-9.1650326,-71.7214007,4998.79439,"Ig","none","I1+I2","none","Ig","I1+I2"
"135","Ig-i_none","Ig-i_log",-0.640348800700794,1.17821726436411,-89.2262226869728,1412.51242881446,3.58642557803775,2.189146,-5.450051,4.543525,-9.356682,"Ig","none","Ig","log","Ig","Ig log"
"136","Ig-i_none","Ig1+Ig2_none",0.0762526749825545,1.2129357363103,-94.4421788880868,1411.9245335504,3.46486715605109,1,-32.831645,378.108931,-4999.999969,"Ig","none","Ig1+Ig2","none","Ig","Ig1+Ig2"
"137","Ig-i_none","R_log",-0.476746105044079,1.18569915847876,-90.2581443370097,1412.52703661355,3.15203059455895,-971.1975,1175.9801,931.5406,978.087,"Ig","none","R","log","Ig","R log"
"138","Ig-i_none","R_none",-0.512218475922301,1.18958217957084,-87.2842558494674,1412.0222632116,3.44368220636944,-88.36793,136.04925,65.44548,98.14261,"Ig","none","R","none","Ig","R"
"139","Ig-i_none","sum_log",-0.587852341707331,1.15817530124043,-87.2138883624843,1412.34499500901,3.45907768542131,435.1835,-565.3985,-395.7242,-446.595,"Ig","none","sum","log","Ig","sum log"
"140","Ig-i_none","sum_none",-0.420881755651064,1.1601066433193,-85.7250210518786,1412.36485376439,3.38196499632588,1.86014,-25.61573,257.60126,-2823.09564,"Ig","none","sum","none","Ig","sum"
"141","Ig1+Ig2_none","G-i_log",-0.554557684161687,1.37628324537413,-35.2777989527047,378.029609555037,-5000.00287739036,1.762225,-4.329505,2.548675,-6.726894,"Ig1+Ig2","none","G","log","Ig1+Ig2","G log"
"142","Ig1+Ig2_none","G-i_none",-0.134662505238498,1.0869513275087,-37.4916731030679,460.730700178472,-4995.16189320516,1.352967,-165.891572,61.230266,-7.374788,"Ig1+Ig2","none","G","none","Ig1+Ig2","G"
"143","Ig1+Ig2_none","G1+G2_log",0.000873171538218327,1.98011522555997,-32.8231287925226,378.109184478841,-4999.99996632208,12.106219,-21.043524,-5.010265,-16.928459,"Ig1+Ig2","none","G1+G2","log","Ig1+Ig2","G1+G2 log"
"144","Ig1+Ig2_none","G1+G2_none",0.127975328185362,1.42594794206394,-51.7885150841403,627.386296204004,-5012.91231387088,1,-21.911779,338.36246,-4999.99966,"Ig1+Ig2","none","G1+G2","none","Ig1+Ig2","G1+G2"
"145","Ig1+Ig2_none","I-i_log",-0.37691750430118,1.37571286204901,-33.9439446987228,378.089097092132,-5000.00097309234,381.7701,-528.2317,-324.5508,-403.8235,"Ig1+Ig2","none","I","log","Ig1+Ig2","I log"
"146","Ig1+Ig2_none","I-i_none",-0.303648317941841,1.32325384906889,-31.7438578285912,378.158432314025,-5000.00059944192,1.931059,-63.78682,1295.819775,-31.58044,"Ig1+Ig2","none","I","none","Ig1+Ig2","I"
"147","Ig1+Ig2_none","I1+I2_log",-0.371309880353922,1.35718823131389,-37.8529592055735,451.964513011299,-5000.73220942062,404.617,-529.2684,-365.0516,-417.0552,"Ig1+Ig2","none","I1+I2","log","Ig1+Ig2","I1+I2 log"
"148","Ig1+Ig2_none","I1+I2_none",0.385703639628327,1.32170459398653,-31.3431411267804,378.160444494237,-5000.00297471925,0.9999999,-9.1650326,-71.7214007,4998.79439,"Ig1+Ig2","none","I1+I2","none","Ig1+Ig2","I1+I2"
"149","Ig1+Ig2_none","Ig-i_log",-0.554803675112328,1.31932264653597,-36.2885493724305,378.042320109958,-5000.00215089793,2.189146,-5.450051,4.543525,-9.356682,"Ig1+Ig2","none","Ig","log","Ig1+Ig2","Ig log"
"150","Ig1+Ig2_none","Ig-i_none",0.0462052178398826,1.23340778973783,-56.9583442162687,609.115644259325,-4995.17564017148,1.096857,-80.496897,1412.461014,3.463079,"Ig1+Ig2","none","Ig","none","Ig1+Ig2","Ig"
"151","Ig1+Ig2_none","R_log",-0.543299665587842,1.23070953683909,-33.4151478591598,378.116162236027,-5000.00023057932,-971.1975,1175.9801,931.5406,978.087,"Ig1+Ig2","none","R","log","Ig1+Ig2","R log"
"152","Ig1+Ig2_none","R_none",-0.546586008366724,1.28271594003616,-32.8300253219604,378.10914658312,-4999.9999440354,-88.36793,136.04925,65.44548,98.14261,"Ig1+Ig2","none","R","none","Ig1+Ig2","R"
"153","Ig1+Ig2_none","sum_log",-0.486179797338501,1.3522188982548,-37.8345046615717,446.568328131092,-5000.35524975043,435.1835,-565.3985,-395.7242,-446.595,"Ig1+Ig2","none","sum","log","Ig1+Ig2","sum log"
"154","Ig1+Ig2_none","sum_none",-0.444950176215755,1.2671855694461,-34.5043088912836,408.766702892809,-4982.58256337953,1.86014,-25.61573,257.60126,-2823.09564,"Ig1+Ig2","none","sum","none","Ig1+Ig2","sum"
"155","R_log","G-i_log",-0.111198132937746,-971.510355197222,1174.15594648243,932.642353148149,978.288754430778,1.762225,-4.329505,2.548675,-6.726894,"R","log","G","log","R log","G log"
"156","R_log","G-i_none",0.443747720503554,-1084.76561381336,1316.64845900809,1040.93346238692,1091.89499955925,1.352967,-165.891572,61.230266,-7.374788,"R","log","G","none","R log","G"
"157","R_log","G1+G2_log",1.3001360535403,-964.857684758163,1200.86034291077,909.245316275394,977.439567239243,12.106219,-21.043524,-5.010265,-16.928459,"R","log","G1+G2","log","R log","G1+G2 log"
"158","R_log","G1+G2_none",0.577000146318122,-818.961494827015,996.675798763835,783.569891811885,825.396605231498,1,-21.911779,338.36246,-4999.99966,"R","log","G1+G2","none","R log","G1+G2"
"159","R_log","I-i_log",0.0406028148017605,-914.444017233536,1107.67260198012,877.003848926158,921.024090651258,381.7701,-528.2317,-324.5508,-403.8235,"R","log","I","log","R log","I log"
"160","R_log","I-i_none",0.155246076569389,-971.507825680997,1174.62005403264,932.478209849743,978.300213709056,1.931059,-63.78682,1295.819775,-31.58044,"R","log","I","none","R log","I"
"161","R_log","I1+I2_log",0.0763987114840186,-971.983599809663,1173.59859823934,933.200123094166,978.694363609622,404.617,-529.2684,-365.0516,-417.0552,"R","log","I1+I2","log","R log","I1+I2 log"
"162","R_log","I1+I2_none",0.779237722299942,-620.860908313917,754.398634932865,594.17338567724,626.141808895095,0.9999999,-9.1650326,-71.7214007,4998.79439,"R","log","I1+I2","none","R log","I1+I2"
"163","R_log","Ig-i_log",-0.108825710363106,-971.27590420091,1174.72123806017,932.212539941172,978.023285640742,2.189146,-5.450051,4.543525,-9.356682,"R","log","Ig","log","R log","Ig log"
"164","R_log","Ig-i_none",0.508771627427513,-971.343548351109,1175.33113565553,932.353009397989,977.964860007421,1.096857,-80.496897,1412.461014,3.463079,"R","log","Ig","none","R log","Ig"
"165","R_log","Ig1+Ig2_none",0.658156612286567,-1011.47251036572,1227.04912282516,970.03981099422,1018.43543533003,1,-32.831645,378.108931,-4999.999969,"R","log","Ig1+Ig2","none","R log","Ig1+Ig2"
"166","R_log","R_none",-0.0254627182819569,-971.198442834632,1175.97378259987,931.532038357914,978.101604680302,-88.36793,136.04925,65.44548,98.14261,"R","log","R","none","R log","R"
"167","R_log","sum_log",-0.0322063459367343,-1008.02634619723,1218.38935583833,967.808118081086,1014.8895443846,435.1835,-565.3985,-395.7242,-446.595,"R","log","sum","log","R log","sum log"
"168","R_log","sum_none",0.0837349308154638,-971.15902689333,1176.40588846733,931.309758660657,978.042584990494,1.86014,-25.61573,257.60126,-2823.09564,"R","log","sum","none","R log","sum"
"169","R_none","G-i_log",-0.0753981089311977,-81.0152814239834,124.105528481977,60.220725972674,90.2182703899569,1.762225,-4.329505,2.548675,-6.726894,"R","none","G","log","R","G log"
"170","R_none","G-i_none",0.485405501551825,-93.7203496114682,145.211782444354,69.2519663898301,103.732232936912,1.352967,-165.891572,61.230266,-7.374788,"R","none","G","none","R","G"
"171","R_none","G1+G2_log",1.31385165620759,-86.4719589301194,141.813465819501,52.6087283208965,106.427185015159,12.106219,-21.043524,-5.010265,-16.928459,"R","none","G1+G2","log","R","G1+G2 log"
"172","R_none","G1+G2_none",0.615143545335702,-66.6743785263334,103.231016281474,48.3872084927836,75.2032452619844,1,-21.911779,338.36246,-4999.99966,"R","none","G1+G2","none","R","G1+G2"
"173","R_none","I-i_log",0.0760841398661944,-78.4451011403113,120.517717406539,58.0514868248655,87.4836041891173,381.7701,-528.2317,-324.5508,-403.8235,"R","none","I","log","R","I log"
"174","R_none","I-i_none",0.187480532071678,-83.1731766994805,127.354275302939,61.9004901021961,92.5133105636362,1.931059,-63.78682,1295.819775,-31.58044,"R","none","I","none","R","I"
"175","R_none","I1+I2_log",0.109641645321968,-92.6609910689383,140.634292258353,69.9612820628245,102.363561215994,404.617,-529.2684,-365.0516,-417.0552,"R","none","I1+I2","log","R","I1+I2 log"
"176","R_none","I1+I2_none",0.80801114031247,-59.6446269607795,91.5691845479672,44.2618068406299,67.0714621492813,0.9999999,-9.1650326,-71.7214007,4998.79439,"R","none","I1+I2","none","R","I1+I2"
"177","R_none","Ig-i_log",-0.0721000822557412,-84.5206320023813,129.352686401395,63.0254809119572,93.8636274077783,2.189146,-5.450051,4.543525,-9.356682,"R","none","Ig","log","R","Ig log"
"178","R_none","Ig-i_none",0.545743220997691,-83.2002266362656,127.49575756718,61.9826912722172,92.3084929622618,1.096857,-80.496897,1412.461014,3.463079,"R","none","Ig","none","R","Ig"
"179","R_none","Ig1+Ig2_none",0.701442601052279,-90.322864844276,139.291799903692,66.8166164023609,100.18724879957,1,-32.831645,378.108931,-4999.999969,"R","none","Ig1+Ig2","none","R","Ig1+Ig2"
"180","R_none","R_log",0.0324367151138469,-85.2408422515214,130.478765522962,63.374946618697,94.8050093464913,-971.1975,1175.9801,931.5406,978.087,"R","none","R","log","R","R log"
"181","R_none","sum_log",0.00581317568575646,-91.2398281457024,139.304987686384,68.3879157578538,100.974647200834,435.1835,-565.3985,-395.7242,-446.595,"R","none","sum","log","R","sum log"
"182","R_none","sum_none",0.119641992346257,-89.1983541388695,136.581495368657,66.4088464659542,98.9973093165209,1.86014,-25.61573,257.60126,-2823.09564,"R","none","sum","none","R","sum"
"183","sum_log","G-i_log",-0.0926284101921038,434.527978552061,-566.915103839852,-393.48141377737,-446.622357125392,1.762225,-4.329505,2.548675,-6.726894,"sum","log","G","log","sum log","G log"
"184","sum_log","G-i_none",0.52601958732953,433.527045443096,-569.104306808651,-391.348455310447,-446.03989795783,1.352967,-165.891572,61.230266,-7.374788,"sum","log","G","none","sum log","G"
"185","sum_log","G1+G2_log",1.32407651617323,3216.87549835291,-3984.92554854333,-3036.13140596631,-3258.15660417068,12.106219,-21.043524,-5.010265,-16.928459,"sum","log","G1+G2","log","sum log","G1+G2 log"
"186","sum_log","G1+G2_none",0.733452233987438,564.057335175435,-739.519558668788,-510.11293317931,-579.762431711933,1,-21.911779,338.36246,-4999.99966,"sum","log","G1+G2","none","sum log","G1+G2"
"187","sum_log","I-i_log",0.0655403197210784,435.071593346033,-565.812397455225,-395.181411343243,-446.636571570933,381.7701,-528.2317,-324.5508,-403.8235,"sum","log","I","log","sum log","I log"
"188","sum_log","I-i_none",0.164405704460445,434.836540600847,-566.706224681596,-394.485023455746,-446.520005851729,1.931059,-63.78682,1295.819775,-31.58044,"sum","log","I","none","sum log","I"
"189","sum_log","I1+I2_log",0.0745278440453943,434.794696721216,-566.690395231906,-394.088380290908,-446.825880353667,404.617,-529.2684,-365.0516,-417.0552,"sum","log","I1+I2","log","sum log","I1+I2 log"
"190","sum_log","I1+I2_none",0.809426536347447,434.217596626971,-568.594693918074,-392.460165589758,-446.548854017926,0.9999999,-9.1650326,-71.7214007,4998.79439,"sum","log","I1+I2","none","sum log","I1+I2"
"191","sum_log","Ig-i_log",-0.0708588051342036,438.627461174616,-573.733614848482,-396.422123445683,-451.175452077066,2.189146,-5.450051,4.543525,-9.356682,"sum","log","Ig","log","sum log","Ig log"
"192","sum_log","Ig-i_none",0.621487958862718,432.71712826665,-573.129191795475,-387.127266631262,-446.680233575521,1.096857,-80.496897,1412.461014,3.463079,"sum","log","Ig","none","sum log","Ig"
"193","sum_log","Ig1+Ig2_none",0.834066812409926,437.581928096758,-557.159154773904,-407.87975369569,-444.253887816583,1,-32.831645,378.108931,-4999.999969,"sum","log","Ig1+Ig2","none","sum log","Ig1+Ig2"
"194","sum_log","R_log",0.039667464510591,469.967547810017,-616.098527666696,-424.176460994911,-483.580056800789,-971.1975,1175.9801,931.5406,978.087,"sum","log","R","log","sum log","R log"
"195","sum_log","R_none",-0.0019829351898859,434.522513961447,-567.720186018936,-393.152363105313,-446.748984646103,-88.36793,136.04925,65.44548,98.14261,"sum","log","R","none","sum log","R"
"196","sum_log","sum_none",0.123975463017772,434.45201682763,-567.700077840241,-393.201460631823,-446.616913187529,1.86014,-25.61573,257.60126,-2823.09564,"sum","log","sum","none","sum log","sum"
"197","sum_none","G-i_log",-0.201164278109181,1.9016134370763,-24.6655303580792,250.25826216294,-2823.78259067058,1.762225,-4.329505,2.548675,-6.726894,"sum","none","G","log","sum","G log"
"198","sum_none","G-i_none",0.360247854703698,1.70497501014567,-26.5171759892609,273.650868986285,-2822.60622220357,1.352967,-165.891572,61.230266,-7.374788,"sum","none","G","none","sum","G"
"199","sum_none","G1+G2_log",1.18975474677583,3.09977136082886,-32.3059588115007,280.164138534179,-2823.7364375856,12.106219,-21.043524,-5.010265,-16.928459,"sum","none","G1+G2","log","sum","G1+G2 log"
"200","sum_none","G1+G2_none",0.505456222787991,1.88290349865382,-23.7103866965577,243.167517896767,-2824.87281810882,1,-21.911779,338.36246,-4999.99966,"sum","none","G1+G2","none","sum","G1+G2"
"201","sum_none","I-i_log",-0.0474019665584504,1.88041608976596,-25.019556765537,255.550193003742,-2823.73979664056,381.7701,-528.2317,-324.5508,-403.8235,"sum","none","I","log","sum","I log"
"202","sum_none","I-i_none",0.054548032421764,1.91993714322298,-26.3329730223373,265.722422387178,-2823.02927060728,1.931059,-63.78682,1295.819775,-31.58044,"sum","none","I","none","sum","I"
"203","sum_none","I1+I2_log",-0.0398358407883239,1.87937612507803,-26.01918240568,262.430405520498,-2823.4681381868,404.617,-529.2684,-365.0516,-417.0552,"sum","none","I1+I2","log","sum","I1+I2 log"
"204","sum_none","I1+I2_none",0.657556848126693,1.78247877533709,-25.7846054611555,265.138660202504,-2822.44874397401,0.9999999,-9.1650326,-71.7214007,4998.79439,"sum","none","I1+I2","none","sum","I1+I2"
"205","sum_none","Ig-i_log",-0.194086741080884,1.85314726538243,-24.192800311762,246.337914959823,-2824.51488903251,2.189146,-5.450051,4.543525,-9.356682,"sum","none","Ig","log","sum","Ig log"
"206","sum_none","Ig-i_none",0.444113800740292,1.7342255250703,-22.7324151391412,236.456443564165,-2823.98865020988,1.096857,-80.496897,1412.461014,3.463079,"sum","none","Ig","none","sum","Ig"
"207","sum_none","Ig1+Ig2_none",0.585437475057784,1.76214173467379,-25.1374095666373,257.675079001513,-2823.09281602197,1,-32.831645,378.108931,-4999.999969,"sum","none","Ig1+Ig2","none","sum","Ig1+Ig2"
"208","sum_none","R_log",-0.0800798462109602,1.92388298957415,-25.791721170251,257.567982250008,-2823.09703501509,-971.1975,1175.9801,931.5406,978.087,"sum","none","R","log","sum","R log"
"209","sum_none","R_none",-0.114727926957609,1.92007147361067,-26.0534483818026,260.942835178607,-2823.32849352722,-88.36793,136.04925,65.44548,98.14261,"sum","none","R","none","sum","R"
"210","sum_none","sum_log",-0.121094703543337,1.85598877610469,-25.7397901111443,260.254524435965,-2823.2507462967,435.1835,-565.3985,-395.7242,-446.595,"sum","none","sum","log","sum","sum log"
